"sen_id";"sen_hash";"sen_quotes";"sen_maj";"sen_words";"sen_sentence";"sen_en_p";"sen_en_o";"sen_en_full";"sen_checked";"sen_checked_date"
"4590";"17cce90a721297157ad5568f4b056c81";"0";"1";"24";"Avec ce plébiscite, il s’apprête à prendre le contrôle du Parlement, étape indispensable dans la transformation profonde du pays qu’il a promise aux électeurs";"0";"1";"1";"1";"2019-07-30 16:48:03"
"4591";"718a7df93a8e95d14c53da561f11b321";"0";"0";"18";"Le renouvellement est d’ores et déjà là, symboliquement, avec plus de 70 % de nouveaux élus dimanche soir";"0";"0";"0";"1";"2019-07-30 14:18:03"
"4592";"eda4ec860944d009b131cbdbc3b65e75";"0";"3";"22";"L’ampleur de la victoire est telle que Serviteur du peuple, la formation de M. Zelensky, pourrait être en mesure de gouverner seule";"1";"1";"1";"1";"2019-07-30 16:47:35"
"4593";"3afdb2b6df116cbf8be502c1d528abc5";"0";"2";"26";"Le PNF – qui attend la nomination du nouveau procureur financier après le départ d’Eliane Houlette en juin – s’est donc saisi de cette délicate enquête";"1";"1";"1";"1";"2019-07-30 16:48:07"
"4594";"e2dce25352eefa7b33b465ce33685228";"0";"1";"14";"Il est probable que la plainte déposée par Anticor lui sera transférée elle aussi";"0";"1";"1";"1";"2019-07-30 14:16:11"
"4595";"d7d50ae67de6ce2ea8fa6c73b2cc75c5";"0";"2";"11";"Ils préfèrent immobiliser deux de ses amis, Julien et Thomas (1)";"1";"1";"1";"1";"2019-07-30 14:16:14"
"4608";"9229ac5acb8dad0a729f4957a5ce7b99";"0";"1";"8";"De son côté, Jeanne hésite à porter plainte";"1";"1";"1";"1";"2019-07-30 14:16:16"
"4609";"8761ddcf0778678680cf6ff265aa7aca";"0";"0";"21";"Cette dernière option, celle de la participation d’un parti incontestablement libéral et réformateur, permettrait de placer le nouveau pouvoir sous surveillance";"0";"0";"0";"1";"2019-07-30 14:16:19"
"4611";"6f447afbdd915c02bd327fd0b6882b2a";"0";"2";"20";"Pour Volodymyr Zelensky, et pour son parti apparu dans le paysage il y a seulement quelques mois, l’exploit est historique";"1";"1";"1";"1";"2019-07-30 16:47:30"
"4612";"aebc9a7137ecdff6e59469819c63c1dc";"0";"0";"14";"Pour le reste, les recettes utilisées par les conseillers du président n’ont guère changé";"0";"0";"0";"1";"2019-07-30 14:16:21"
"4613";"8a0e460dec2dae1f221ef9b2f7a211d7";"0";"0";"21";"Comme en avril, la campagne a été menée principalement sur les réseaux sociaux, et à coups de slogans attrape-tout et vagues";"0";"0";"0";"1";"2019-07-30 14:16:22"
"4614";"1720227b7099948cefd70cca4681445b";"0";"0";"34";"Les tournées du président dans les régions, au cours desquelles il a démis de leurs fonctions des dizaines de fonctionnaires présumés corrompus, ont aussi contribué à maintenir la popularité de l’ancien comédien au sommet";"0";"0";"0";"1";"2019-07-30 14:16:25"
"4616";"98a4573b15cb1e9cbfd5b7987ead0aa6";"0";"0";"15";"Zelensky et ses troupes ont désormais les moyens de rentrer dans le vif du sujet";"1";"1";"1";"1";"2019-07-30 16:47:22"
"4617";"4dd46db50d6d5d5580ee4f0153de4b22";"0";"1";"25";"L’opposition du Parlement sortant, voire les sabotages de l’administration, ont jusqu’à présent constitué une excuse confortable au manque de résultats des premiers mois de présidence";"0";"1";"1";"1";"2019-07-30 16:47:24"
"4618";"5cfe0a52cfe5809d6ad0ff7401a20705";"0";"2";"34";"Avec 11,4 %, la Plateforme de l’opposition, qui a bénéficié d’un soutien très appuyé de Moscou, reste certes le deuxième parti du pays, son recul se poursuit, illustrant le déclin de la mouvance prorusse";"0";"1";"1";"1";"2019-07-30 16:47:18"
"4649";"0cbf6b5350fed28ad8fc1266a1ca9572";"0";"0";"13";"Il a demandé une nouvelle enquête, cette fois à l’Inspection générale de l’administration";"0";"0";"1";"1";"2019-07-30 22:36:45"
"4650";"1e9137eb9d887a08a52df03993a8b3fd";"0";"0";"20";"Globalement, je ne vois que des chroniques sociales, où on fabrique des personnages qui ressemblent à la vraie vie d'aujourd'hui";"0";"0";"0";"1";"2019-07-30 22:37:07"
"4651";"1fcea204d8484eb611d85c051d4baac1";"0";"0";"15";"On peut me ruiner, on peut me détruire, j'estime quand même avoir fait une tentative";"0";"0";"0";"1";"2019-07-30 22:37:10"
"4652";"948bec24cd4c2ec2937fa8d79fe881d0";"0";"0";"25";"Si j'étais dans la peau du mec qui a attendu 10 ans avant de faire son film, ça serait la catastrophe, j'aurais un ulcère généralisé";"0";"0";"0";"1";"2019-07-30 22:37:12"
"4653";"cd85fe5a711355e9e618a8b61da014a3";"0";"0";"6";"Là, on a envie d'y croire";"0";"0";"0";"1";"2019-07-30 22:37:16"
"4654";"f283cef134b6f9a928b26167b91604a8";"0";"0";"12";"Alors que d'habitude, c'est débile, donc le spectateur ne prend aucun parti";"0";"0";"0";"1";"2019-07-30 22:37:25"
"4655";"b50b7396ecacd371cc6cbda4a169c1ad";"0";"0";"14";"Tu regardes et tu te dis que la seconde d'après, tout peut se passer";"0";"0";"0";"1";"2019-07-30 22:37:27"
"4656";"acb6098b8fddec27d75aea75df54456d";"0";"0";"9";"L’affaire est suivie au plus haut niveau de l’Etat";"0";"1";"1";"1";"2019-07-30 22:37:35"
"4657";"b6d27f400151e2e6fb13d4243250ca81";"0";"0";"8";"Derrière le mouvement américain contre les radars automatiques";"0";"0";"0";"1";"2019-07-30 22:37:36"
"4658";"3eb719e1d8b3a04d2be20aab2f4fb2ff";"0";"0";"7";"Sur la route, la police est reine";"0";"0";"0";"1";"2019-07-30 22:37:37"
"4659";"e12061c0a6bce53d1a9ee534b4903f39";"0";"0";"31";"Filer vers l’horizon sur un interminable ruban de bitume : contrairement à ce que laisse croire cette image romantique de la route américaine, peu d’activités sont aussi contrôlées que la conduite";"0";"0";"0";"1";"2019-07-30 22:37:39"
"4660";"430d6daa926d621f4d21e1918a7a83a9";"0";"0";"28";"Aujourd’hui, nombre de citoyens contestent le recours aux caméras de surveillance routière ; ils estiment pouvoir mieux s’en tirer face à des agents en chair et en os";"0";"0";"0";"1";"2019-07-30 22:37:44"
"4661";"ab9f166cd66e5e8295e96bbdf3a17fab";"0";"0";"8";"Mais cette indulgence n’est pas garantie à tous…";"0";"0";"0";"1";"2019-07-30 22:37:46"
"4662";"52aacd7478bbfb5ba96b9aeac02d9c3a";"0";"0";"14";"Déjà, les radars automatiques ne sont plus utilisés que dans neuf États sur cinquante";"0";"0";"0";"1";"2019-07-30 22:37:47"
"4663";"789e382be38c247ba258fdb64e9607ab";"0";"0";"10";"Cette évolution trouve son origine dans une vigoureuse colère citoyenne";"0";"0";"0";"1";"2019-07-30 22:37:48"
"4664";"925d4369523cd38ca4bd1486feedace8";"0";"0";"25";"En outre, les contraventions n’enrichissent pas seulement les municipalités, mais aussi les sociétés qui gèrent le dispositif, et qui touchent une prime pour chaque amende";"0";"0";"0";"1";"2019-07-30 22:37:48"
"4665";"09d66fe4d5bad81a776c1c0341f92cf7";"0";"0";"36";"On pourrait toutefois y remédier sans démanteler tout le système : il suffirait d’ajuster les paramètres des caméras, de simplifier la procédure de contestation et de calculer la rémunération des entreprises selon les seuls coûts opérationnels";"0";"0";"0";"1";"2019-07-30 22:37:49"
"4666";"e4eabbbcd867776669cad9cd19782f14";"0";"0";"10";"Autrefois, chevaux, charrettes, calèches et piétons se partageaient les rues";"0";"0";"0";"1";"2019-07-30 22:37:50"
"4667";"c5a2301c0571cc9b667d5e84890b92cd";"0";"0";"6";"Aucune loi ne régissait la circulation";"0";"0";"0";"1";"2019-07-30 22:37:51"
"4668";"33f5607891a301f296d305ec1481e0e5";"0";"0";"19";"Chacun se conformait à une règle coutumière, qui correspondait à la manière dont une personne raisonnable était censée agir";"0";"0";"0";"1";"2019-07-30 22:37:51"
"4670";"de8bc06bffe52c98e0b51c96ef726bf9";"0";"0";"22";"Selon plusieurs journaux britanniques, le gouvernement va débloquer au total 1 milliard de livres sterling (1,1 milliard d’euros) supplémentaire pour les préparatifs";"0";"0";"0";"1";"2019-07-30 22:37:56"
"4671";"8c3761e96b8de28ab0c3ae248667b56c";"0";"0";"11";"En cas d’accident, la partie qui s’estimait lésée engageait des poursuites";"0";"0";"0";"1";"2019-07-30 22:37:57"
"4672";"703431da6d527d2347666d47c180a099";"0";"0";"15";"Un juge ou un jury avait la charge de trancher, établissant ainsi une nouvelle règle";"0";"0";"0";"1";"2019-07-30 22:37:58"
"4673";"110d2307ea42d8199c200fbaf98c9e52";"0";"0";"13";"Mais il a choisi de placer la barre très haut dans les renégociations";"0";"0";"0";"1";"2019-07-30 22:38:04"
"4674";"5ddbbbb8c913d7646ac1668de722201b";"0";"0";"8";"Choisissez votre formule d'abonnement et créez votre compte";"0";"0";"0";"1";"2019-07-30 22:38:05"
"4675";"7bc8ae24331a02078d99b664328614d3";"0";"0";"26";"Dans un premier temps, après la sortie de l’UE prévue le 31 octobre, une période de transition s’ouvrirait, pendant laquelle le statu quo resterait en place";"0";"1";"1";"1";"2019-07-30 22:38:12"
"4676";"f254b4e1c4de6be5b06de6c9a7b36a9a";"0";"0";"20";"Les dirigeants européens répètent depuis des mois qu’ils ne sont pas prêts à rouvrir les discussions sur l’accord de retrait";"0";"0";"0";"1";"2019-07-30 22:38:17"
"4677";"8834731d0d77a4512df0ca050bec6c8d";"0";"0";"21";"Conscient du problème, le gouvernement britannique lui-même ne cache pas qu’il hausse le ton dans le but de faire plier l’UE";"0";"1";"1";"1";"2019-07-30 22:38:25"
"4678";"50ebda7333584c1eb91045b0fffc2a7c";"0";"0";"30";"La lente glissade de la livre sterling depuis quelques semaines, au plus bas depuis vingt-huit mois face à l’euro (1,09 euro pour 1 livre) indique que les investisseurs semblent inquiets";"0";"0";"0";"1";"2019-07-30 22:38:31"
"4679";"e6dc4c1330221a3102df6817e158e8e9";"0";"0";"7";"Un millier d’emplois locaux sont en jeu";"0";"0";"0";"1";"2019-07-30 22:38:42"
"4680";"52248a3403bbc55b510ca590a7c90e5a";"0";"0";"16";"En décembre dernier, un décret signé en catimini avait déjà durci les sanctions contre les chômeurs";"0";"0";"0";"1";"2019-07-30 22:38:43"
"4681";"dd11faf58e2639174c5f05feb394841b";"0";"0";"8";"Depuis, le taux de chômage n’a cessé d’augmenter";"0";"0";"0";"1";"2019-07-30 22:38:44"
"4682";"af989a77ae694f5a1325323950f286b1";"0";"0";"6";"Quand as-tu fini le film ?";"0";"0";"0";"1";"2019-07-30 22:38:46"
"4683";"b1d53b65c6966829b866e3e3de8a578c";"0";"0";"17";"L’ensemble des droits sociaux sont concernés par ce détricotage de l’État-providence, comme nous l’expliquions en mai dernier";"0";"0";"0";"1";"2019-07-30 22:38:47"
"4684";"a9c3e3f2b259b1cb2cfbc26ca6b4f7d0";"0";"0";"14";"Il s’agit d’une entreprise idéologique, où l’important est de frapper fort et d’aller vite";"0";"0";"0";"1";"2019-07-30 22:38:48"
"4685";"3ac2887ba51443c607581da961e13ebe";"0";"0";"16";"Comment miner la capacité de résistance des salariés À chaque gouvernement ses remises en cause sociales";"0";"0";"0";"1";"2019-07-30 22:38:49"
"4686";"b30089ddef152903716f9bd8fd6736eb";"0";"0";"5";"Prochaine étape : les retraites";"0";"0";"0";"1";"2019-07-30 22:38:51"
"4687";"5bf8bb2a028a07a89924f7887b074c8a";"0";"0";"14";"La réforme prétend établir un régime universel, mais elle bouleverse la philosophie du système";"0";"0";"0";"1";"2019-07-30 22:38:51"
"4688";"59ea3d28f4c322ea4c87ccdb0ea279d8";"0";"0";"18";"Je trouve le film super, je me marre quand je le vois, mais envie de faire autre chose";"0";"0";"0";"1";"2019-07-30 22:38:52"
"4689";"05c85466ea399e610087875dbde6dfb0";"0";"0";"26";"Les salariés risquent de devoir choisir : partir à la retraite avec une faible pension ou rester en activité avec l’espoir de recevoir un peu plus";"0";"0";"0";"1";"2019-07-30 22:38:53"
"4690";"b332c2cf45d19f822f0f1f758bc5d9c9";"0";"0";"13";"On lui reproche ainsi de multiples dérapages racistes, homophobes, sexistes, antiécossais ou antifrançais";"0";"0";"0";"1";"2019-07-30 22:38:57"
"4691";"1f77ad9813b1fe7674690e8546116912";"0";"0";"7";"Tu as terminé par la musique ?";"0";"0";"0";"1";"2019-07-30 22:39:02"
"4692";"3336e7ad441632ed15b4550dc4646e92";"0";"0";"10";"L’arbre zombie qui pourrait changer notre regard sur la forêt";"0";"0";"0";"1";"2019-07-30 22:39:06"
"4693";"9b2c779fefb1b15b8b59a1f6d15d0ad7";"0";"0";"14";"C’est déjà au nom de la justice que les lois travail ont été instaurées…";"0";"0";"0";"1";"2019-07-30 22:39:07"
"4694";"826a781981902e656fa08af8aa46b244";"0";"0";"32";"Il y a le danger de la musique qui marche trop bien, qui fait que tu es bluffé et que la scène s'envole, mais que tu perds complètement le fil du film";"0";"0";"0";"1";"2019-07-30 22:39:09"
"4695";"4d00329707538a94997441472c713998";"0";"0";"40";"Il y a plein de fois où je me suis fait baiser, on avait des morceaux super, on les mettait et c'était génial, mais en fait ça tuait tout, tu te rendais même plus compte qu'il y avait des acteurs";"0";"0";"0";"1";"2019-07-30 22:39:12"
"4696";"4cfa6d182164de708fdb4f699db76759";"0";"0";"22";"C'est sûr que tu risquais de laisser la porte ouverte à des critiques, auxquelles tu auras le droit de toute façon d'ailleurs";"0";"0";"0";"1";"2019-07-30 22:39:19"
"4697";"9ef0f2f3f5b335971de4aab96295c4fe";"0";"0";"13";"Et ce n’est pas, on s’en doute, parce que les conflits ont disparu";"0";"0";"0";"1";"2019-07-30 22:39:28"
"4698";"0846fc27a9111e1854439ecf21a67cb9";"0";"0";"12";"Ouais, sans vraiment penser à cette dimension-là, je me suis freiné automatiquement";"0";"0";"0";"1";"2019-07-30 22:39:30"
"4699";"a1234ef3dc89c2bde576c484c8584da4";"0";"0";"30";"La monteuse était assez bonne, le producteur aussi, et c'est donc facile, quand tu es face à une scène problématique, de coller un morceau et d'être soulagé d'un seul coup";"0";"0";"0";"1";"2019-07-30 22:39:35"
"4700";"206a68da675956e44ac68b640cb45c36";"0";"0";"15";"En hausse constante, les ruptures conventionnelles individuelles se substituent tout d’abord à la démarche prud’homale";"0";"0";"0";"1";"2019-07-30 22:39:38"
"4701";"bc818e48b1c8633c079a9dac5b465f95";"0";"0";"38";"En 2018, selon les chiffres du ministère du travail, 437 700 d’entre elles ont été homologuées, soit une hausse de 3,9 % par rapport à 2017, qui avait déjà vu leur nombre grimper de 8 % (1 )";"0";"0";"0";"1";"2019-07-30 22:39:46"
"4702";"e1cf39b7c15af71a20dc1a8680301781";"0";"0";"19";"Le gouvernement a amplifié ce mouvement en créant les ruptures conventionnelles collectives ; soixante ont été signées en 2018";"0";"0";"0";"1";"2019-07-30 22:40:02"
"4703";"60cf549f9229e18488f757368900086a";"0";"0";"17";"En outre, les délais de prescription, c’est-à-dire la période durant laquelle on peut agir, ont été raccourcis";"0";"0";"0";"1";"2019-07-30 22:40:09"
"4704";"6430027f3ce8619e7fbe3053d0322d4a";"0";"0";"19";"De même, si les lois ont simplifié la vie des employeurs, elles ont complexifié les démarches pour les salariés";"0";"0";"0";"1";"2019-07-30 22:40:09"
"4705";"7f1eb7981101425e77f852880924f4a5";"0";"0";"12";"Surtout que je ne voulais pas que ce soit un film musical";"0";"0";"0";"1";"2019-07-30 22:40:12"
"4706";"3a34820030eeaca141f0819176e9ea3a";"1";"0";"11";"Ça donnait un esprit « ces deux-là sont vraiment incorrigibles !»";"0";"0";"0";"1";"2019-07-30 22:40:16"
"4707";"d877e79bb79e17991ae1ec1181ecc36e";"0";"0";"23";"La procédure est si compliquée qu’elle peut dissuader ceux qui souhaiteraient simplement réclamer des documents sociaux, des salaires impayés de quelques centaines d’euros…";"0";"0";"0";"1";"2019-07-30 22:40:27"
"4708";"44c326434ccf6507d456ed4da4f15ea2";"0";"0";"5";"C'était une partie hyper délicate";"0";"0";"0";"1";"2019-07-30 22:40:30"
"4709";"94cf60990a9d96ea562b5416f76cdc77";"0";"0";"16";"Troisième grand frein au recours à la justice prud’homale : un nouveau barème d’indemnisation fortement restreint";"0";"0";"0";"1";"2019-07-30 22:40:33"
"4710";"9f74bb904777347b0a8c0cfa9856d6b9";"0";"0";"7";"Désormais, c’est le règne du barème obligatoire";"0";"0";"0";"1";"2019-07-30 22:40:37"
"4711";"ba4917ede1ad6b072e70913d75909a57";"0";"0";"38";"S’appliquant à tous les licenciements injustifiés survenus après le 23 septembre 2017, il dessaisit le juge, qui est privé de toute marge de manœuvre pour évaluer la faute de l’employeur et réparer le préjudice subi par le salarié";"0";"0";"0";"1";"2019-07-30 22:40:43"
"4712";"148996491f0467ec2e20a37a23dee513";"0";"0";"32";"Désormais, une personne employée depuis deux ans et licenciée sans cause réelle et sérieuse pourra recevoir entre trois mois (le plancher) et trois mois et demi (le plafond) de salaire (4 )";"0";"0";"0";"1";"2019-07-30 22:40:48"
"4713";"45467bd92a1e6a0c8b65639c4db3c432";"0";"0";"21";"J'étais tenté de dramatiser ça à fond, donc j'avais mis un morceau genre magistral foireux, comme si c'était un moment crucial";"0";"0";"0";"1";"2019-07-30 22:40:50"
"4714";"3369684c5779eee0b08b25d6ceb053ff";"0";"0";"9";"La latitude du juge est donc d’un demi-mois !";"0";"0";"0";"1";"2019-07-30 22:40:54"
"4715";"3343df172603448fdeb4070a3e0c2d54";"0";"0";"29";"Or, vu que pendant les dix minutes d'après, il n'y a plus de musique, ça plombait le film, ça faisait comme si je voulais insister sur son côté noir";"0";"0";"0";"1";"2019-07-30 22:40:59"
"4716";"eb6c9703673e07b1d3809873e74f9581";"0";"0";"26";"Ce minimum de trois mois vaut quelle que soit l’ancienneté du salarié ; seul le maximum monte par paliers jusqu’à vingt mois pour trente ans d’ancienneté";"0";"0";"0";"1";"2019-07-30 22:41:04"
"4717";"e372a1f55f132250ed13556f84cdba6f";"0";"0";"10";"Alors que le film n'est pas noir, il est débile";"0";"0";"0";"1";"2019-07-30 22:41:07"
"4718";"3bc80826f4293781b08a53bcb0ece0bf";"0";"0";"29";"Ce barème n’est pas appliqué dans un nombre restreint de cas (atteinte au droit de grève, liberté syndicale, harcèlement sexuel ou moral…) où le licenciement est automatiquement déclaré nul";"0";"0";"0";"1";"2019-07-30 22:41:09"
"4719";"ef11eef1691c11e1542d448fcfc144c2";"0";"0";"13";"Tu avais complètement fini le montage lorsque tu as abordé la musique ?";"0";"0";"0";"1";"2019-07-30 22:41:12"
"4720";"12aaa1f8fba8a0fd361b87ea41bebe70";"0";"0";"7";"Non, la musique s'est faite en parallèle";"0";"0";"0";"1";"2019-07-30 22:41:13"
"4721";"af5ef8a6a3fb6ccfebeba4e1630b46c2";"0";"0";"15";"Mais c'est au mix que j'ai tranché, et que j'ai parfois carrément enlevé la musique";"0";"0";"0";"1";"2019-07-30 22:41:16"
"4722";"9302104453fc5fffd59b45c71cdfdee5";"0";"0";"40";"Ils se sont appuyés sur des lois sociales européennes qui s’imposent en droit français, ainsi que sur le code de procédure civile et le code civil, qui contiennent des dispositions pouvant être invoquées pour réparer tout ou partie du préjudice";"0";"0";"0";"1";"2019-07-30 22:41:18"
"4723";"41989e8da87e232179721446363c9900";"0";"0";"22";"C'était énorme, mais à tel point qu'on avait l'impression que c'était la fin, donc que le film ne pouvait plus redémarrer ensuite";"0";"0";"0";"1";"2019-07-30 22:41:21"
"4724";"82351f3382ab3c8ade5ab4806d4c48f3";"0";"0";"16";"Pour endiguer ce mouvement de récusation du barème, le gouvernement a réagi de manière très inhabituelle";"0";"0";"0";"1";"2019-07-30 22:41:23"
"4725";"edf5c01a3f842a67a847a8d85c4ee137";"0";"0";"29";"Du coup, on a fait un truc, qui est à chier je trouve, mais qui permet à l'histoire d'avancer et de glisser sans qu'on se pose trop de questions";"0";"0";"0";"1";"2019-07-30 22:41:25"
"4726";"1618b7976aaaf7fe603c4dac3db678f3";"0";"0";"24";"Visiblement, le gouvernement aimerait que les magistrats des cours d’appel ne confirment pas les jugements pris en première instance par les juges des prud’hommes";"0";"0";"0";"1";"2019-07-30 22:41:27"
"4727";"eb6662e53bb73d1b3f8cf2e05ba57867";"0";"0";"26";"Enfin, parmi les faits qui poussent le salarié à renoncer à saisir la justice prud’homale figure le délai entre le dépôt de plainte et le jugement";"0";"0";"0";"1";"2019-07-30 22:41:28"
"4728";"62063f9fd3b8de17e5463c50bbe2e072";"0";"0";"14";"La lenteur des procédures tient pour l’essentiel au manque de personnel (qui diminue encore)";"0";"0";"0";"1";"2019-07-30 22:41:31"
"4729";"7c672f3395298f3940332d1ccff6f85f";"0";"0";"17";"Autre difficulté : un changement des mots utilisés dans le code du travail, désormais traduits en novlangue";"0";"0";"0";"1";"2019-07-30 22:42:45"
"4730";"73a2904ac14ff88711b5481e37555115";"0";"0";"17";"On en a éliminé la prise en compte des charges lourdes, de l’exposition aux produits chimiques, etc";"0";"0";"0";"1";"2019-07-30 22:42:47"
"4731";"bada8f7f10097cd0df3650fe8ddc8cbb";"0";"0";"24";"Bon, la fin est un peu foireuse, c'est un peu difficile sur un film comme ça, mais c'était obligé qu'ils ne redeviennent pas amis";"0";"0";"0";"1";"2019-07-30 22:42:49"
"4732";"eeabc6117397602ac9f173769c2de043";"0";"0";"14";"J'allais pas les faire partir bras dessus bras dessous pour dire qu'ils finissent copains";"0";"0";"0";"1";"2019-07-30 22:42:50"
"4733";"f3ee10f91d7b1e95fdf568d45795f55b";"0";"0";"11";"On m'a dit que tu t'étais marré, moi ça me suffit";"0";"0";"0";"1";"2019-07-30 22:42:58"
"4734";"efcac78f6a834bbf4e7241377e1312ab";"0";"0";"14";"Il y a eu des moments où j'étais content d'être le seul à rire";"0";"0";"0";"1";"2019-07-30 22:43:00"
"4735";"7ac3d14757171c187a2cb0f6a9b89fce";"0";"0";"14";"D'ailleurs, je t'invite à l'avant-première, j'ai besoin de rires dans les moments pas possibles";"0";"0";"0";"1";"2019-07-30 22:43:01"
"4736";"a9d76b17e10b8fdcfe4ec6a93fb6d0d7";"0";"0";"8";"Cette scène est un moment crucial pour moi";"0";"0";"0";"1";"2019-07-30 22:43:03"
"4737";"9754f7be353191683a75271f06c424f1";"0";"0";"10";"Quand je filmais, j'oubliais à chaque prise qu'Eric allait arriver";"1";"1";"1";"1";"2019-07-30 22:43:07"
"4738";"f3fe4d3a863cea49852cfdca51eeb65a";"0";"0";"17";"Ce qui est super jubilatoire c'est que ce film n'est donc pas ma seule raison de vivre";"0";"0";"0";"1";"2019-07-30 22:43:21"
"4739";"7c78bad3c6a0d2fb182cbdcc1789172c";"0";"0";"29";"Disons que c'est théâtral, dans le sens où on est aussi mal à l'aise que quand on est au théâtre et qu'on a un peu honte pour les acteurs";"0";"0";"0";"1";"2019-07-30 22:43:32"
"4740";"f740cb908cfc99040ed232138714a79e";"0";"0";"10";"À aucun moment il n'y a des êtres humains normaux";"0";"0";"0";"1";"2019-07-30 22:43:37"
"4741";"8ef6ef8e743efed02b154acdb40e4fe0";"0";"0";"11";"C'est pas du tout théâtral dans le sens qu'on entend généralement";"0";"0";"0";"1";"2019-07-30 22:43:38"
"4742";"92c2402641798ff7b3431ee341757072";"0";"0";"15";"Il y a quelque chose de l'ordre de l'expérience des comédiens, ou carrément des personnages";"0";"0";"0";"1";"2019-07-30 22:43:39"
"4743";"6746d10b8885103d744ccbe332a77e41";"0";"0";"10";"D'autant plus parce que ça joue aussi avec l'apparence physique";"0";"0";"0";"1";"2019-07-30 22:43:44"
"4744";"4c7d7db657a7f630ed3a4942ba44ea7b";"0";"0";"15";"En tout cas, la mise en scène froide, ce n'est pas conscient de ma part";"0";"0";"0";"1";"2019-07-30 22:43:47"
"4745";"36d488038b4fb98dcf3d795252765460";"0";"0";"32";"De manière très spontanée, je ne voulais pas de gros plans, je ne voulais pas rentrer dans les êtres humains, je ne voulais pas que les émotions soient imposées par les comédiens";"0";"0";"0";"1";"2019-07-30 22:43:49"
"4746";"adf77a7e4dc735c46f04c9cd8578edc5";"0";"0";"19";"C'est un truc que tu ressens ou que tu ne ressens pas, mais il y a toujours une distance";"0";"0";"0";"1";"2019-07-30 22:43:50"
"4747";"9548281111a5980679389d6a86481d76";"0";"0";"14";"C'est presque le premier plan qui est le plan le plus proche en fait";"0";"0";"0";"1";"2019-07-30 22:43:51"
"4748";"27b6618eb4d1f0d9b9b1f153ea637ffd";"0";"0";"12";"Il y a une petite obsession zoom lent, pour rentrer sans rentrer";"0";"0";"0";"1";"2019-07-30 22:43:53"
"4749";"56f9c4d222b7cff09faa673f8c6091b6";"0";"0";"8";"Mais je suis très content de cette dimension";"0";"0";"0";"1";"2019-07-30 22:43:55"
"4750";"43ebfbd7cfadb0e87744ff2c50dd5638";"0";"0";"15";"J'ai choisi les optiques, les angles, la profondeur dans l'instant, avec mes envies du moment";"0";"0";"0";"1";"2019-07-30 22:44:00"
"4751";"12fd6b2c648a3f8794ce5b8f81a26b54";"0";"0";"16";"La momie floue qui parle, c'est un des plans les plus gonflés du film selon moi";"0";"0";"0";"1";"2019-07-30 22:44:02"
"4752";"ddeb2db8bb3c0958d0cd00440ca22ab6";"0";"0";"24";"Pour l'instant, de tous les gens qui ont vu le film, une seule personne a été dérangée et a vu ça comme une erreur";"0";"0";"0";"1";"2019-07-30 22:44:03"
"4753";"e381de66d3eff805972aa40ef00941e0";"0";"0";"10";"Et c'est la première scène entre eux avec des dialogues";"0";"0";"0";"1";"2019-07-30 22:44:04"
"4754";"1cda1578f315d3986475a0778b0a62af";"0";"0";"24";"C'est la scène où tu rentres dans le film ou pas, c'est le moment où tu les aimes ou tu les trouves à chier";"0";"0";"0";"1";"2019-07-30 22:44:06"
"4755";"4ea6f7e86917fda683e189c3c23c4e33";"0";"0";"11";"Il y a plein de mecs qui ont noté cette référence";"0";"0";"0";"1";"2019-07-30 22:44:07"
"4756";"04b30adb523ab4b53abbb71fadc35a53";"0";"0";"8";"L'ordinateur est une dimension complètement absente du film";"0";"0";"0";"1";"2019-07-30 22:44:09"
"4757";"e0d160d0ffb3ea4755048683a21c8f24";"0";"0";"11";"Pas de téléphones portables non plus, il fallait annuler tout ça";"0";"0";"0";"1";"2019-07-30 22:44:10"
"4758";"48fd91a52d342334f471aa54f21b7c46";"0";"0";"18";"C'est pas une idée monumentale, mais je voulais pas faire du futurisme futuriste, ça aurait été à chier";"0";"0";"0";"1";"2019-07-30 22:44:13"
"4759";"38cefd9c4b254c21124c19918e0bee75";"0";"0";"14";"Et puis, le téléphone portable, c'est quand même un truc odieux dans les films";"0";"0";"0";"1";"2019-07-30 22:44:17"
"4760";"8596baffe5562497a2e98871da802da1";"0";"0";"6";"La prison psychiatrique m'a beaucoup plu";"0";"0";"0";"1";"2019-07-30 22:44:23"
"4761";"4cdbf56021997dce042dae4a39e4e55a";"0";"0";"13";"En tout cas, je sais pas pourquoi, mais je bloquais sur cette séquence";"0";"0";"0";"1";"2019-07-30 22:44:25"
"4762";"c59116d266bfa20d5b252157b3b74874";"0";"0";"17";"Elle n'a pas la puissance que j'avais dans ma tête, mais je tenais vraiment à cette scène";"0";"0";"0";"1";"2019-07-30 22:44:26"
"4763";"4625d1d38aa406eec750deaf28f94b21";"0";"0";"17";"La bonne femme qui le réveille en lui donnant des claques, c'est complètement aliénant, elle est insupportable";"0";"0";"0";"1";"2019-07-30 22:44:27"
"4764";"29e32808791645c02085b798657f17ee";"0";"0";"37";"Je pense que la cassette avec le montage abstrait du docteur, le moment où on le force à faire un câlin à un gogol, la révolte, c'est pas vraiment des scènes, c'est des espèces d'effluves de souvenirs";"0";"0";"0";"1";"2019-07-30 22:44:29"
"4765";"06a1dcb0a8aca85abf9b580247115efc";"0";"0";"13";"Il y a beaucoup des séquences qui ont été abandonnées au montage ?";"0";"0";"0";"1";"2019-07-30 22:44:33"
